iter	Logloss
646	0.08979191475
647	0.08975825697
648	0.08967423564
649	0.08954369092
650	0.08928806943
651	0.08918564449
652	0.08905479372
653	0.08873479381
654	0.08871599698
655	0.08856086047
656	0.08852916913
657	0.08818283796
658	0.08811715904
659	0.08801408734
660	0.08764294087
661	0.08756009395
662	0.08743447515
663	0.08714581178
664	0.0869858606
665	0.08692611387
666	0.08682919793
667	0.08678196354
668	0.08662619092
669	0.08644958851
670	0.08640272977
671	0.08635998158
672	0.08625504221
673	0.08621023497
674	0.08606188076
675	0.08602316372
676	0.08594739277
677	0.08578126554
678	0.08565051134
679	0.08558984457
680	0.08555743237
681	0.08549784699
682	0.08545868904
683	0.08526358912
684	0.08521400099
685	0.08507844429
686	0.08506434572
687	0.08498673883
688	0.08472516325
689	0.08468422223
690	0.08461905365
691	0.08448396506
692	0.08435281403
693	0.08402277971
694	0.08398533712
695	0.08366241953
696	0.08360753931
697	0.08353937255
698	0.08347726585
699	0.08344071794
700	0.08336685677
701	0.08327049884
702	0.08312290635
703	0.08307843797
704	0.0830083886
705	0.082931913
706	0.08291148446
707	0.08286248028
708	0.08281167669
709	0.08275586947
710	0.08264546493
711	0.08262150067
712	0.08247459713
713	0.0824097088
714	0.08234470787
715	0.08221717129
716	0.08211018076
717	0.08196253226
718	0.08190033837
719	0.08184955676
720	0.081766307
721	0.08171541183
722	0.08159472692
723	0.08150084173
724	0.08139343439
725	0.08129363402
726	0.0811377542
727	0.08099627838
728	0.08083780199
729	0.08071741054
730	0.08057738104
731	0.08049979206
732	0.08046441032
733	0.08015943859
734	0.08004692782
735	0.07977871956
736	0.07965553177
737	0.0796117973
738	0.07958804918
739	0.07942256494
740	0.07929680865
741	0.0791634411
742	0.07914098881
743	0.0790647737
744	0.07898741274
745	0.07882822915
746	0.07874480799
747	0.07873008965
748	0.07870619462
749	0.07867366054
750	0.07861786115
751	0.07857314526
752	0.07842452522
753	0.07832857593
754	0.07826607924
755	0.07816728782
756	0.07808084102
757	0.07793723021
758	0.07789909103
759	0.07775572007
760	0.0776106523
761	0.07748749989
762	0.07741896519
763	0.07738439454
764	0.07735716663
765	0.07720132546
766	0.07717161607
767	0.07708620217
768	0.0769667631
769	0.07668714849
770	0.07656348467
771	0.07652433887
772	0.07635367053
773	0.07621719728
774	0.07611745681
775	0.07597972321
776	0.07595114063
777	0.0758693027
778	0.07581033493
779	0.07572033423
780	0.07567800733
781	0.07564956259
782	0.07559899141
783	0.07549641222
784	0.07522896307
785	0.07516604091
786	0.07504072123
787	0.07496208868
788	0.07479520589
789	0.07467723651
790	0.07461099878
791	0.07457734339
792	0.07453600605
793	0.07442559784
794	0.07432198886
795	0.07427565966
796	0.0741069546
797	0.07394009801
798	0.07382399975
799	0.07379648171
800	0.07374044298
801	0.07367010776
802	0.07359839086
803	0.07357133791
804	0.07344615014
805	0.07335698035
806	0.0732515165
807	0.07295533197
808	0.07288451461
809	0.07285748143
810	0.07279759234
811	0.07267705773
812	0.07265080478
813	0.07258429016
814	0.07256550965
815	0.07247269203
816	0.07232478643
817	0.07221857591
818	0.07219763449
819	0.07217730489
820	0.07207051644
821	0.0719756242
822	0.07192574335
823	0.0718803091
824	0.07178076246
825	0.07168296449
826	0.07166036855
827	0.07162598368
828	0.07152488157
829	0.07149304055
830	0.07139406132
831	0.07128545439
832	0.07119578786
833	0.07108857409
834	0.07102574435
835	0.07078334902
836	0.07051161617
837	0.07048658424
838	0.07030929877
839	0.07025988858
840	0.07017542792
841	0.07007170785
842	0.06994442014
843	0.06991211787
844	0.06980890425
845	0.06970956844
846	0.06967014091
847	0.06963459742
848	0.06954678224
849	0.06942988212
850	0.06921340359
851	0.06911039929
852	0.06908588684
853	0.06906730805
854	0.06900549788
855	0.06894195958
856	0.06884660404
857	0.06879180382
858	0.06870163172
859	0.06861491263
860	0.0685652181
861	0.06849516482
862	0.06841905123
863	0.06833063298
864	0.06830704414
865	0.06823657505
866	0.06819160778
867	0.06811999418
868	0.06799333303
869	0.06796345405
870	0.06794076041
871	0.0679194126
872	0.06773894873
873	0.06765977814
874	0.06759559817
875	0.06750903777
876	0.06742950252
877	0.06738196416
878	0.06727287873
879	0.06705312088
880	0.06698250764
881	0.06693635059
882	0.06681381483
883	0.06672458641
884	0.0666494662
885	0.06651417866
886	0.06649253191
887	0.06641978618
888	0.06631882495
889	0.06629740758
890	0.06627620948
891	0.06621065653
892	0.06619272612
893	0.06617804009
894	0.06609444549
895	0.06600882742
896	0.06595699941
897	0.06585614319
898	0.06573571595
899	0.0656502429
900	0.06560772631
901	0.06552284842
902	0.0653094946
903	0.06520229863
904	0.06515101069
905	0.06513402402
906	0.06504733669
907	0.06502939068
908	0.06494727999
909	0.06480775217
910	0.06476100991
911	0.06473340589
912	0.06457067642
913	0.06449023771
914	0.06447171304
915	0.06442043196
916	0.06433674031
917	0.06431131811
918	0.0642194141
919	0.06419939135
920	0.06406057756
921	0.06397538911
922	0.06395052608
923	0.06389539177
924	0.06380743988
925	0.06364533084
926	0.06357366931
927	0.06351763578
928	0.06345066168
929	0.0633372335
930	0.06325924605
931	0.06315090046
932	0.06311671418
933	0.06304823028
934	0.06303394836
935	0.06292241474
936	0.06282913583
937	0.06263032345
938	0.0625659647
939	0.06250239051
940	0.06243797776
941	0.06238312057
942	0.06236771477
943	0.06233988261
944	0.06228883589
945	0.062235331
946	0.06216124464
947	0.06214628501
948	0.06209384567
949	0.06195920286
950	0.06189764684
951	0.06185628699
952	0.06178985151
953	0.06177799273
954	0.06174675022
955	0.06167740663
956	0.06164811725
957	0.06158038349
958	0.06151662854
959	0.06143514383
960	0.06142352343
961	0.0613488806
962	0.06127520202
963	0.06125919034
964	0.06124297188
965	0.06122440502
966	0.06116714273
967	0.06113211295
968	0.06107889132
969	0.06092609461
970	0.06084809183
971	0.06076770993
972	0.06064207273
973	0.06056619808
974	0.06049847237
975	0.06040052872
976	0.06032545058
977	0.06024657466
978	0.06017269089
979	0.06006497755
980	0.06004719557
981	0.06002731249
982	0.05989196228
983	0.05983327963
984	0.05981925396
985	0.05975230882
986	0.05967366555
987	0.05946123404
988	0.05944764556
989	0.05939660675
990	0.05929507783
991	0.05918778654
992	0.0590781511
993	0.05903593234
994	0.05892529049
995	0.05885784142
996	0.05884279459
997	0.05882566622
998	0.05868660668
999	0.05866320457
